1	1	25.0679
1	2	1.27355
1	3	0.0188939
1	5	0.0268196
1	6	0.0177193
1	7	0.00831399
1	8	0.00468227
1	9	0.00351105
1	10	0.0161736
1	11	0.0139412
1	12	0.00459246
1	14	0.00680821
1	15	0.00481793
1	16	0.0230918
1	20	0.00747
1	21	0.00750102
1	23	0.0122951
1	24	0.00827025
1	26	0.00665363
1	28	0.00770098
1	46	0.00393641
1	47	0.00448127
1	49	0.0107331
1	50	0.0108967
1	54	0.00569384
1	55	0.0111869
1	59	0.010614
1	62	0.0135532
1	63	0.0173454
1	64	0.0106748
1	65	0.0126782
1	67	0.006229
1	70	0.00732028
1	74	0.00699337
1	76	0.00706841
1	77	0.00328866
1	78	0.00369368
1	79	0.00616364
1	80	0.00862321
1	81	0.002271
1	82	0.00663812
1	85	0.0021126
1	86	0.0040361
1	88	0.00641683
1	89	0.0033341
1	90	0.00187932
1	92	0.00292765
1	93	0.00303478
1	94	0.00320233
1	95	0.00976353
1	97	0.00265447
1	98	0.00523016
1	100	0.00479112
1	102	0.00623813
1	103	0.00549102
1	105	0.00482032
1	106	0.0103145
1	110	0.00265502
1	111	0.00942756
1	112	0.0078033
1	120	0.00677317
1	122	0.0101819
1	124	0.00398218
1	125	0.00315951
1	126	0.00409671
1	127	0.00463075
1	128	0.00209006
1	129	0.00212357
1	130	0
1	131	0.00323768
1	132	0.0175001
1	133	0.0034119
1	134	0
1	145	0.00330025
1	146	0.00343934
1	147	0.0128346
1	148	0.0077295
1	150	0.00338707
1	151	0.00469
1	152	0.00312225
1	153	0.00700598
1	157	0.00415659
1	159	0.00400913
1	160	0.00527051
1	161	0.00976264
1	164	0.00640966
1	165	0.00411743
1	166	0.00489203
1	169	0.00978272
1	172	0.00435595
1	173	0.00270369
1	174	0.0109123
1	176	0
1	179	0
1	180	0.00385802
1	181	0.0016623
1	182	0.00303825
1	183	0.00471632
1	184	0.00717826
1	185	0
1	186	0.00806791
1	189	0.00278527
1	190	0.00333104
1	193	0.00984755
1	194	0.00403073
1	195	0.00194192
1	196	0.00174458
1	197	0.00218459
1	198	0.00597716
1	201	0.00771568
1	202	0.00554889
1	203	0.00582521
1	205	0.00184723
1	206	0.00406755
1	207	0.00559008
1	210	0.00318203
1	211	0.00352585
1	214	0.00458628
1	215	0.00660461
1	220	0.0102315
1	223	0.00986623
1	227	0.00365343
1	228	0.00861612
1	229	0.00423571
1	230	0.00622972
1	231	0.00216359
1	232	0.00619962
1	233	0.00411305
1	234	0.00376919
1	235	0.00369521
1	237	0.00562571
1	238	0.00216184
1	240	0.00318108
1	241	0.00318531
1	243	0.00331529
1	244	0.0041767
1	247	0.00598472
1	248	0.0129413
1	250	0.00479472
1	251	0.00468383
1	252	0.00414581
1	253	0.00420024
1	254	0.0159387
1	257	0.00412108
1	259	0.00768988
1	260	0.00544166
1	261	0.00788837
1	262	0.00776578
1	263	0
1	264	0.00670395
1	268	0.00511715
1	271	0.0266921
1	272	0.00446372
1	273	0.0162393
1	275	0.0120259
1	276	0.00513407
1	279	0.00620987
2	2	32.5895
2	3	1.25878
2	4	0.0151336
2	5	0.0163628
2	6	0.0216214
2	8	0.00571337
2	9	0.0128527
2	11	0.00567043
2	12	0.0112076
2	13	0.0116937
2	14	0.00830747
2	16	0.0187847
2	18	0
2	21	0.00915285
2	22	0.0105918
2	24	0.0100915
2	27	0.00771819
2	28	0.00939684
2	30	0.0104659
2	31	0.0223862
2	32	0.00829625
2	41	0.00514253
2	42	0.0061663
2	43	0.00510799
2	44	0.00997387
2	46	0.00960653
2	47	0.0054681
2	48	0.00732552
2	49	0.00654836
2	58	0.00662747
2	62	0.0082689
2	63	0.00705501
2	64	0.00651279
2	65	0.00773506
2	68	0.00960276
2	69	0.0188285
2	72	0.0110903
2	74	0.00853341
2	76	0.00862498
2	77	0.00601931
2	78	0.00225354
2	79	0.00501397
2	80	0.00350739
2	81	0.0027711
2	82	0.00202498
2	83	0
2	85	0.00773346
2	87	0.00583613
2	88	0.00195748
2	90	0.00458634
2	91	0
2	93	0.00740616
2	94	0.00390752
2	95	0.0039712
2	96	0.00766795
2	97	0.00971708
2	101	0.0172472
2	104	0.0147238
2	105	0.00588183
2	119	0
2	120	0.00826471
2	121	0.0105852
2	124	0.00485911
2	125	0.00385528
2	127	0.00565051
2	128	0.00255032
2	129	0.0025912
2	131	0.00395066
2	132	0.00533847
2	143	0.00464987
2	145	0.00805401
2	146	0.00419673
2	149	0.00404218
2	151	0.0114456
2	152	0.00380982
2	153	0.0042744
2	154	0.0040998
2	156	0.00520181
2	157	0.0101439
2	158	0.0109087
2	160	0.00643115
2	161	0.00595626
2	162	0.00570837
2	164	0.00391058
2	165	0.0100483
2	167	0.00408941
2	168	0.0125723
2	169	0.0179055
2	172	0.00531519
2	173	0.0131963
2	174	0.00665766
2	175	0.00828284
2	180	0.00470761
2	181	0.0060851
2	182	0.00185366
2	183	0.00767322
2	185	0
2	186	0.00984458
2	187	0.00363843
2	188	0.00313471
2	190	0.00406458
2	192	0.00532254
2	193	0.00901209
2	198	0.00243114
2	199	0.00289279
2	201	0.00706109
2	202	0.00677084
2	203	0.00236933
2	204	0.00561395
2	205	0.00225402
2	206	0.00496329
2	211	0.00430229
2	212	0.0110474
2	213	0.0145401
2	214	0.00559624
2	217	0.00752628
2	221	0.012118
2	223	0.0120389
2	225	0
2	227	0.00222898
2	228	0.00525676
2	229	0.00258424
2	230	0.00506773
2	231	0.00264004
2	233	0.012547
2	234	0.00459921
2	235	0.00676342
2	236	0.00238525
2	238	0.00263791
2	240	0.0116448
2	242	0.00316431
2	243	0.00809072
2	246	0.00444902
2	247	0.00365132
2	251	0.00571527
2	253	0.00512519
2	256	0.00328982
2	259	0.00469165
2	261	0.00481275
2	262	0.00473796
2	264	0.0245408
2	265	0.00618385
2	266	0.00705416
2	274	0.00483732
3	3	25.2467
3	4	0.815564
3	5	0.017996
3	6	0.0178346
3	7	0.0125521
3	8	0.0141382
3	9	0.0141356
3	10	0.0122091
3	12	0.0184893
3	13	0.0144685
3	14	0.00342624
3	15	0.0145478
3	16	0.00774735
3	23	0.0185626
3	24	0.0166481
3	25	0.00681474
3	26	0.0066969
3	27	0.00636642
3	31	0.00923271
3	41	0.00848373
3	42	0.00508633
3	46	0.00396202
3	49	0.0108029
3	50	0.0164513
3	51	0.00572254
3	52	0.00531694
3	58	0.0109335
